NUMERACION,CONSOLA,TITULO DEL JUEGO,JAPON,AMERICA DEL NORTE,PAL
1430,GB COLOR,KINDAICHI SHOUNEN NO JIKENBO: 10NENME NO SHOUTAIJOU,RELEASED,UNRELEASED,UNRELEASED
1431,GB COLOR,KINNIKU BANZUKE GB: CHOUSENSHA WA KIMIDA!,RELEASED,UNRELEASED,UNRELEASED
1432,GB COLOR,KINNIKU BANZUKE GB2: MEZASE! MUSCLE CHAMPION,RELEASED,UNRELEASED,UNRELEASED
1433,GB COLOR,KINNIKU BANZUKE GB3: SHINSEIKI SURVIVAL RETSUDEN!,RELEASED,UNRELEASED,UNRELEASED
1434,GB COLOR,KIRBY TILT 'N' TUMBLE,RELEASED,RELEASED,UNRELEASED
1435,GB COLOR,KIRIKOU,UNRELEASED,UNRELEASED,RELEASED
1436,GB COLOR,KISEKAE SERIES 2: OSHARE NIKKI,RELEASED,UNRELEASED,UNRELEASED
1437,GB COLOR,KISEKAE SERIES 3: KISEKAE HAMSTER,RELEASED,UNRELEASED,UNRELEASED
1438,GB COLOR,KLAX,UNRELEASED,RELEASED,UNRELEASED
1439,GB COLOR,KLUSTAR,UNRELEASED,RELEASED,RELEASED
1440,GB COLOR,KNOCKOUT KINGS,UNRELEASED,RELEASED,UNRELEASED
1441,GB COLOR,K.O.: THE PRO BOXING,RELEASED,UNRELEASED,UNRELEASED
1442,GB COLOR,KONAMI GB COLLECTION VOL.1,UNRELEASED,UNRELEASED,RELEASED
1443,GB COLOR,KONAMI GB COLLECTION VOL.2,UNRELEASED,UNRELEASED,RELEASED
1444,GB COLOR,KONAMI GB COLLECTION VOL.3,UNRELEASED,UNRELEASED,RELEASED
1445,GB COLOR,KONAMI GB COLLECTION VOL.4,UNRELEASED,UNRELEASED,RELEASED
1446,GB COLOR,KONCHUU FIGHTERS,RELEASED,UNRELEASED,UNRELEASED
1447,GB COLOR,KONCHUU HAKASE 2,RELEASED,UNRELEASED,UNRELEASED
1448,GB COLOR,KONCHUU HAKASE 3,RELEASED,UNRELEASED,UNRELEASED
1449,GB COLOR,KOUSHIEN POCKET,RELEASED,UNRELEASED,UNRELEASED
1450,GB COLOR,KOTO BATTLE: TENGAI NO MORIBITO,RELEASED,UNRELEASED,UNRELEASED
1451,GB COLOR,KRTL: JAY UND DIE SPIELZEUGDIEBE,UNRELEASED,UNRELEASED,RELEASED
1452,GB COLOR,THE LAND BEFORE TIME,UNRELEASED,RELEASED,RELEASED
1453,GB COLOR,LAS VEGAS COOL HAND,UNRELEASED,RELEASED,RELEASED
1454,GB COLOR,LAURA,UNRELEASED,RELEASED,RELEASED
1455,GB COLOR,LEGEND OF THE RIVER KING GBC,UNRELEASED,RELEASED,RELEASED
1456,GB COLOR,LEGEND OF THE RIVER KING 2,RELEASED,RELEASED,RELEASED
1457,GB COLOR,THE LEGEND OF ZELDA: LINK'S AWAKENING DX,RELEASED,RELEASED,RELEASED
1458,GB COLOR,THE LEGEND OF ZELDA: ORACLE OF AGES,RELEASED,RELEASED,RELEASED
1459,GB COLOR,THE LEGEND OF ZELDA: ORACLE OF SEASONS,RELEASED,RELEASED,RELEASED
1460,GB COLOR,LEGO ALPHA TEAM,UNRELEASED,RELEASED,RELEASED
1461,GB COLOR,LEGO ISLAND 2: THE BRICKSTER'S REVENGE,UNRELEASED,RELEASED,RELEASED
1462,GB COLOR,LEGO RACERS,UNRELEASED,RELEASED,RELEASED
1463,GB COLOR,LEGO STUNT RALLY,UNRELEASED,RELEASED,RELEASED
1464,GB COLOR,LEMMINGS & OH NO! MORE LEMMINGS,RELEASED,RELEASED,UNRELEASED
1465,GB COLOR,LES VISITEURS,UNRELEASED,UNRELEASED,RELEASED
1466,GB COLOR,LIL' MONSTER,RELEASED,RELEASED,UNRELEASED
1467,GB COLOR,THE LION KING: SIMBA'S MIGHTY ADVENTURE,UNRELEASED,RELEASED,RELEASED
1468,GB COLOR,LITTLE MAGIC,RELEASED,UNRELEASED,UNRELEASED
1469,GB COLOR,THE LITTLE MERMAID II: PINBALL FRENZY,UNRELEASED,RELEASED,RELEASED
1470,GB COLOR,LITTLE NICKY,UNRELEASED,RELEASED,UNRELEASED
1471,GB COLOR,LODE RUNNER: DOMUDOMU DAN NO YABOU,RELEASED,UNRELEASED,UNRELEASED
1472,GB COLOR,LODOSS TOU SENKI: EIYUU KISHIDEN GB,RELEASED,UNRELEASED,UNRELEASED
1473,GB COLOR,LOGICAL,UNRELEASED,RELEASED,RELEASED
1474,GB COLOR,LOONEY TUNES,UNRELEASED,RELEASED,RELEASED
1475,GB COLOR,LOONEY TUNES: CARROT CRAZY,UNRELEASED,RELEASED,RELEASED
1476,GB COLOR,LOONEY TUNES: MARVIN STRIKES BACK!,UNRELEASED,RELEASED,RELEASED
1477,GB COLOR,LOONEY TUNES: TWOUBLE!,UNRELEASED,RELEASED,RELEASED
1478,GB COLOR,LOONEY TUNES COLLECTOR: ALERT!,RELEASED,RELEASED,RELEASED
1479,GB COLOR,LOONEY TUNES RACING,UNRELEASED,RELEASED,UNRELEASED
1480,GB COLOR,LOVE HINA PARTY,RELEASED,UNRELEASED,UNRELEASED
1481,GB COLOR,LOVE HINA POCKET,RELEASED,UNRELEASED,UNRELEASED
1482,GB COLOR,LUCA NO PUZZLE DE DAIBOUKEN!,RELEASED,UNRELEASED,UNRELEASED
1483,GB COLOR,LUCKY LUKE,UNRELEASED,RELEASED,RELEASED
1484,GB COLOR,LUCKY LUKE: DESPERADO TRAIN,UNRELEASED,UNRELEASED,RELEASED
1485,GB COLOR,LUFIA: THE LEGEND RETURNS,RELEASED,RELEASED,RELEASED
1486,GB COLOR,M&M'S MINIS MADNESS,UNRELEASED,RELEASED,RELEASED
1487,GB COLOR,MACROSS 7: GINGA NO HEART O FURUWASERO!!,RELEASED,UNRELEASED,UNRELEASED
1488,GB COLOR,MADDEN NFL 2000,UNRELEASED,RELEASED,RELEASED
1489,GB COLOR,MADDEN NFL 2001,UNRELEASED,RELEASED,UNRELEASED
1490,GB COLOR,MADDEN NFL 2002,UNRELEASED,RELEASED,UNRELEASED
1491,GB COLOR,MAGI NATION,UNRELEASED,RELEASED,UNRELEASED
1492,GB COLOR,MAGICAL CHASE GB: MINARAI MAHOUTSUKAI KENJA NO TANI E,RELEASED,UNRELEASED,UNRELEASED
1493,GB COLOR,MAGICAL DROP,UNRELEASED,RELEASED,UNRELEASED
1494,GB COLOR,MAGICAL TETRIS CHALLENGE,RELEASED,RELEASED,RELEASED
1495,GB COLOR,MAHJONG JOOU,RELEASED,UNRELEASED,UNRELEASED
1496,GB COLOR,MAHJONG QUEST,RELEASED,UNRELEASED,UNRELEASED
1497,GB COLOR,MAJOKKO MARI-CHAN NO KISEKAE MONOGATARI,RELEASED,UNRELEASED,UNRELEASED
1498,GB COLOR,MARBLE MADNESS,UNRELEASED,RELEASED,RELEASED
1499,GB COLOR,MARIE NO ATELIER GB,RELEASED,UNRELEASED,UNRELEASED
1500,GB COLOR,MARIO GOLF,RELEASED,RELEASED,RELEASED
1501,GB COLOR,MARIO TENNIS,RELEASED,RELEASED,RELEASED
1502,GB COLOR,MARY-KATE & ASHLEY: CRUSH COURSE,UNRELEASED,RELEASED,RELEASED
1503,GB COLOR,MARY-KATE AND ASHLEY: GET A CLUE,UNRELEASED,RELEASED,RELEASED
1504,GB COLOR,MARY-KATE & ASHLEY: POCKET PLANNER,UNRELEASED,RELEASED,RELEASED
1505,GB COLOR,MARY-KATE & ASHLEY: WINNERS CIRCLE,UNRELEASED,RELEASED,RELEASED
1506,GB COLOR,THE MASK OF ZORRO,UNRELEASED,RELEASED,RELEASED
1507,GB COLOR,MAT HOFFMAN'S PRO BMX,UNRELEASED,RELEASED,RELEASED
1508,GB COLOR,MATCHBOX CATERPILLAR CONSTRUCTION ZONE,UNRELEASED,RELEASED,RELEASED
1509,GB COLOR,MATCHBOX EMERGENCY PATROL,UNRELEASED,RELEASED,RELEASED
1510,GB COLOR,MAYA THE BEE & HER FRIENDS,UNRELEASED,UNRELEASED,RELEASED
1511,GB COLOR,MAYA THE BEE: GARDEN ADVENTURES,UNRELEASED,UNRELEASED,RELEASED
1512,GB COLOR,MCDONALD'S MONOGATARI: HONOBONO TENCHOU IKUSEI GAME,RELEASED,UNRELEASED,UNRELEASED
1513,GB COLOR,MEDAROT 2: KABUTO VERSION,RELEASED,UNRELEASED,UNRELEASED
1514,GB COLOR,MEDAROT 2: KUWAGATA VERSION,RELEASED,UNRELEASED,UNRELEASED
1515,GB COLOR,MEDAROT 2: PARTS COLLECTION,RELEASED,UNRELEASED,UNRELEASED
1516,GB COLOR,MEDAROT 3: KABUTO VERSION,RELEASED,UNRELEASED,UNRELEASED
1517,GB COLOR,MEDAROT 3: KUWAGATA VERSION,RELEASED,UNRELEASED,UNRELEASED
1518,GB COLOR,MEDAROT 3: PARTS COLLECTION,RELEASED,UNRELEASED,UNRELEASED
1519,GB COLOR,MEDAROT 4: KABUTO VERSION,RELEASED,UNRELEASED,UNRELEASED
1520,GB COLOR,MEDAROT 4: KUWAGATA VERSION,RELEASED,UNRELEASED,UNRELEASED
1521,GB COLOR,MEDAROT 5 - SUSUTAKE MURA NO TENKOUSEI: KABUTO VERSION,RELEASED,UNRELEASED,UNRELEASED
1522,GB COLOR,MEDAROT 5 - SUSUTAKE MURA NO TENKOUSEI: KUWAGATA VERSION,RELEASED,UNRELEASED,UNRELEASED
1523,GB COLOR,MEDAROT CARD ROBOTTLE: KABUTO VERSION,RELEASED,UNRELEASED,UNRELEASED
1524,GB COLOR,MEDAROT CARD ROBOTTLE: KUWAGATA VERSION,RELEASED,UNRELEASED,UNRELEASED
1525,GB COLOR,MEGA MAN XTREME,RELEASED,RELEASED,RELEASED
1526,GB COLOR,MEGA MAN XTREME 2,RELEASED,RELEASED,RELEASED
1527,GB COLOR,MEGAMI TENSEI GAIDEN: LAST BIBLE II,RELEASED,UNRELEASED,UNRELEASED
1528,GB COLOR,MEITANTEI CONAN: KARAKURI JIIN SATSUJIN JIKEN,RELEASED,UNRELEASED,UNRELEASED
1529,GB COLOR,MEITANTEI CONAN: KIGANTOU HIHOU DENSETSU,RELEASED,UNRELEASED,UNRELEASED
1530,GB COLOR,MEITANTEI CONAN: NOROWARETA KOURO,RELEASED,UNRELEASED,UNRELEASED
1531,GB COLOR,MEN IN BLACK: THE SERIES,UNRELEASED,RELEASED,UNRELEASED
1532,GB COLOR,MEN IN BLACK 2: THE SERIES,UNRELEASED,RELEASED,RELEASED
1533,GB COLOR,MERLIN,UNRELEASED,UNRELEASED,RELEASED
1534,GB COLOR,METAL GEAR SOLID NA,RELEASED,RELEASED,RELEASED
1535,GB COLOR,METAL WALKER NA,RELEASED,RELEASED,UNRELEASED
1536,GB COLOR,METAMODE,RELEASED,UNRELEASED,UNRELEASED
1537,GB COLOR,MIA HAMM SOCCER SHOOTOUT NA,UNRELEASED,RELEASED,RELEASED
1538,GB COLOR,MICKEY'S RACING ADVENTURE,UNRELEASED,RELEASED,RELEASED
1539,GB COLOR,MICKEY'S SPEEDWAY USA,UNRELEASED,RELEASED,RELEASED
1540,GB COLOR,MICRO MACHINES 1 AND 2: TWIN TURBO,UNRELEASED,RELEASED,RELEASED
1541,GB COLOR,MICRO MACHINES V3,UNRELEASED,RELEASED,RELEASED
1542,GB COLOR,MICRO MANIACS,UNRELEASED,UNRELEASED,RELEASED
1543,GB COLOR,MICROSOFT: THE 6-IN-1 PUZZLE COLLECTION ENTERTAINMENT PACK,UNRELEASED,RELEASED,RELEASED
1544,GB COLOR,MICROSOFT: THE BEST OF ENTERTAINMENT PACK,UNRELEASED,RELEASED,RELEASED
1545,GB COLOR,MICROSOFT PINBALL ARCADE,UNRELEASED,RELEASED,RELEASED
1546,GB COLOR,MIDWAY PRESENTS ARCADE HITS - JOUST - DEFENDER,UNRELEASED,RELEASED,RELEASED
1547,GB COLOR,MIDWAY PRESENTS ARCADE HITS - MOON PATROL - SPY HUNTER,UNRELEASED,RELEASED,RELEASED
1548,GB COLOR,MILLENNIUM WINTER SPORTS,RELEASED,RELEASED,RELEASED
1549,GB COLOR,MINNA NO SHOUGI: SHOKYUU HEN,RELEASED,UNRELEASED,UNRELEASED
1550,GB COLOR,MINNIE & FRIENDS: YUME NO KUNI WO SAGASHITE,RELEASED,UNRELEASED,UNRELEASED
1551,GB COLOR,MISSILE COMMAND,UNRELEASED,RELEASED,RELEASED
1552,GB COLOR,MISSION: IMPOSSIBLE,UNRELEASED,RELEASED,RELEASED
1553,GB COLOR,MIZUKI SHIGERU NO SHIN YOUKAIDEN,RELEASED,UNRELEASED,UNRELEASED
1554,GB COLOR,MOBILE GOLF,RELEASED,UNRELEASED,UNRELEASED
1555,GB COLOR,MOMOTAROU DENSETSU 1-2,RELEASED,UNRELEASED,UNRELEASED
1556,GB COLOR,MONKEY PUNCHER,RELEASED,UNRELEASED,RELEASED
1557,GB COLOR,MONOPOLY,RELEASED,RELEASED,UNRELEASED
1558,GB COLOR,MONSTER RANCHER BATTLE CARD GB,RELEASED,RELEASED,UNRELEASED
1559,GB COLOR,MONSTER - RACE 2,RELEASED,UNRELEASED,UNRELEASED
1560,GB COLOR,MONSTER RANCHER EXPLORER,RELEASED,RELEASED,UNRELEASED
1561,GB COLOR,"MONSTERS, INC.",UNRELEASED,RELEASED,RELEASED
1562,GB COLOR,MONSTER TRAVELER,RELEASED,UNRELEASED,UNRELEASED
1563,GB COLOR,MONTEZUMA'S RETURN,UNRELEASED,RELEASED,RELEASED
1564,GB COLOR,MOOMIN'S TALE,RELEASED,UNRELEASED,RELEASED
1565,GB COLOR,MOORHUHN 2: DIE JAGD GEHT WEITER,UNRELEASED,UNRELEASED,RELEASED
1566,GB COLOR,MOORHUHN 3: ...ES GIBT HUHN!,UNRELEASED,UNRELEASED,RELEASED
1567,GB COLOR,MORTAL KOMBAT 4,UNRELEASED,RELEASED,RELEASED
1568,GB COLOR,MOTOCROSS MANIACS 2,UNRELEASED,RELEASED,RELEASED
1569,GB COLOR,MR. DRILLER,RELEASED,RELEASED,RELEASED
1570,GB COLOR,MR. NUTZ,UNRELEASED,RELEASED,RELEASED
1571,GB COLOR,MS. PAC-MAN: SPECIAL COLOR EDITION,UNRELEASED,RELEASED,RELEASED
1572,GB COLOR,MTV SPORTS: PURE RIDE,UNRELEASED,RELEASED,RELEASED
1573,GB COLOR,MTV SPORTS: SKATEBOARDING FEATURING ANDY MACDONALD,UNRELEASED,RELEASED,RELEASED
1574,GB COLOR,MTV SPORTS: T.J. LAVIN'S ULTIMATE BMX,UNRELEASED,RELEASED,RELEASED
1575,GB COLOR,THE MUMMY,RELEASED,RELEASED,RELEASED
1576,GB COLOR,THE MUMMY RETURNS,UNRELEASED,RELEASED,RELEASED
1577,GB COLOR,MUTEKI OU TRI-ZENON,RELEASED,UNRELEASED,UNRELEASED
1578,GB COLOR,NAKAYOSHI COOKING SERIES 1: OISHII CAKE OKUSAN,RELEASED,UNRELEASED,UNRELEASED
1579,GB COLOR,NAKAYOSHI COOKING SERIES 2: OISHII PANYA-SAN,RELEASED,UNRELEASED,UNRELEASED
1580,GB COLOR,NAKAYOSHI COOKING SERIES 3: TANOSHII OBENTOU,RELEASED,UNRELEASED,UNRELEASED
1581,GB COLOR,NAKAYOSHI COOKING SERIES 4: TANOSHII DESSERT,RELEASED,UNRELEASED,UNRELEASED
1582,GB COLOR,NAKAYOSHI COOKING SERIES 5: KOMUGI-CHAN NO CAKE O TSUKUROU!,RELEASED,UNRELEASED,UNRELEASED
1583,GB COLOR,NAKAYOSHI PET SERIES 1: KAWAII HAMSTER,RELEASED,UNRELEASED,UNRELEASED
1584,GB COLOR,NAKAYOSHI PET SERIES 2: KAWAII USAGI,RELEASED,UNRELEASED,UNRELEASED
1585,GB COLOR,NAKAYOSHI PET SERIES 3: KAWAII KOINU,RELEASED,UNRELEASED,UNRELEASED
1586,GB COLOR,NAKAYOSHI PET SERIES 4: KAWAII KONEKO,RELEASED,UNRELEASED,UNRELEASED
1587,GB COLOR,NAKAYOSHI PET SERIES 5: KAWAII HAMSTER 2,RELEASED,UNRELEASED,UNRELEASED
1588,GB COLOR,NASCAR 2000,UNRELEASED,RELEASED,UNRELEASED
1589,GB COLOR,NASCAR CHALLENGE,UNRELEASED,RELEASED,UNRELEASED
1590,GB COLOR,NASCAR HEAT,UNRELEASED,RELEASED,UNRELEASED
1591,GB COLOR,NASCAR RACERS,UNRELEASED,RELEASED,UNRELEASED
1592,GB COLOR,THE NATIONS: LAND OF LEGENDS,UNRELEASED,UNRELEASED,RELEASED
1593,GB COLOR,NBA 3 ON 3 FEATURING KOBE BRYANT,UNRELEASED,RELEASED,UNRELEASED
1594,GB COLOR,NBA HOOPZ,UNRELEASED,RELEASED,UNRELEASED
1595,GB COLOR,NBA IN THE ZONE,UNRELEASED,RELEASED,RELEASED
1596,GB COLOR,NBA IN THE ZONE 2000,UNRELEASED,RELEASED,RELEASED
1597,GB COLOR,NBA JAM '99,UNRELEASED,RELEASED,RELEASED
1598,GB COLOR,NBA JAM 2001,UNRELEASED,RELEASED,RELEASED
1599,GB COLOR,NBA SHOWTIME: NBA ON NBC,UNRELEASED,RELEASED,UNRELEASED
1600,GB COLOR,NET DE GET: MINI-GAME @ 100,RELEASED,UNRELEASED,UNRELEASED
1601,GB COLOR,NETWORK BOUKENKI BUG SITE: ALPHA VERSION,RELEASED,UNRELEASED,UNRELEASED
1602,GB COLOR,NETWORK BOUKENKI BUG SITE: BETA VERSION,RELEASED,UNRELEASED,UNRELEASED
1603,GB COLOR,THE NEW ADDAMS FAMILY SERIES,UNRELEASED,UNRELEASED,RELEASED
1604,GB COLOR,THE NEW ADVENTURES OF MARY-KATE & ASHLEY,UNRELEASED,RELEASED,RELEASED
1605,GB COLOR,NFL BLITZ,UNRELEASED,RELEASED,RELEASED
1606,GB COLOR,NFL BLITZ 2000,UNRELEASED,RELEASED,UNRELEASED
1607,GB COLOR,NFL BLITZ 2001,UNRELEASED,RELEASED,UNRELEASED
1608,GB COLOR,NHL 2000,UNRELEASED,RELEASED,RELEASED
1609,GB COLOR,NHL BLADES OF STEEL,UNRELEASED,RELEASED,UNRELEASED
1610,GB COLOR,NHL BLADES OF STEEL 2000,UNRELEASED,RELEASED,UNRELEASED
1611,GB COLOR,NICKTOONS RACING,UNRELEASED,RELEASED,UNRELEASED
1612,GB COLOR,NINTAMA RANTAROU: NINJUTSU GAKUEN NI NYUUGAKUSHOU NO DAN,RELEASED,UNRELEASED,UNRELEASED
1613,GB COLOR,NISEMON: PUZZLE DA MON! - FEROMON KYUUSHUTSU DAISAKUSEN!,RELEASED,UNRELEASED,UNRELEASED
1614,GB COLOR,NOBUNAGA NO YABOU: GAMEBOY BAN 2,RELEASED,UNRELEASED,UNRELEASED
1615,GB COLOR,NO FEAR DOWNHILL MOUNTAIN BIKING,UNRELEASED,UNRELEASED,RELEASED
1616,GB COLOR,NODDY AND THE BIRTHDAY PARTY,UNRELEASED,UNRELEASED,RELEASED
1617,GB COLOR,NSYNC: GET TO THE SHOW,UNRELEASED,RELEASED,UNRELEASED
1618,GB COLOR,NUSHI TSURI ADVENTURE: KITE NO BOUKEN,RELEASED,UNRELEASED,UNRELEASED
1619,GB COLOR,NYR: NEW YORK RACE,UNRELEASED,UNRELEASED,RELEASED
1620,GB COLOR,ODDWORLD ADVENTURES 2,UNRELEASED,RELEASED,RELEASED
1621,GB COLOR,OHASUTA DANCE DANCE REVOLUTION GB,RELEASED,UNRELEASED,UNRELEASED
1622,GB COLOR,OHASUTA YAMA-CHAN & RAYMOND,RELEASED,UNRELEASED,UNRELEASED
1623,GB COLOR,OIDE RASCAL,RELEASED,UNRELEASED,UNRELEASED
1624,GB COLOR,OJARUMARU: MITSUNEGAI JINJA NO ENNICHI DE OJARU!,RELEASED,UNRELEASED,UNRELEASED
1625,GB COLOR,OJARUMARU: TSUKIYO GA IKE NO TAKARAMONO,RELEASED,UNRELEASED,UNRELEASED
1626,GB COLOR,O'LEARY MANAGER 2000,UNRELEASED,UNRELEASED,RELEASED
1627,GB COLOR,OTHELLO MILLENNIUM,RELEASED,UNRELEASED,UNRELEASED
1628,GB COLOR,OTTIFANTEN: KOMMANDO STOERTEBEKER,UNRELEASED,UNRELEASED,RELEASED
1629,GB COLOR,OU DOROBOU JING: ANGEL VERSION,RELEASED,UNRELEASED,UNRELEASED
1630,GB COLOR,OU DOROBOU JING: DEVIL VERSION,RELEASED,UNRELEASED,UNRELEASED
1631,GB COLOR,OWARAI YOWIKO NO GAME-DOU: OYAJI SAGASHITE SANCHOUME,RELEASED,UNRELEASED,UNRELEASED
1632,GB COLOR,PAC-MAN: SPECIAL COLOR EDITION,UNRELEASED,RELEASED,RELEASED
1633,GB COLOR,PACHINKO CR MOURETSU GENJIN T,RELEASED,UNRELEASED,UNRELEASED
1634,GB COLOR,PACHINKO HISSHOU GUIDE: DATA NO OU-SAMA,RELEASED,UNRELEASED,UNRELEASED
1635,GB COLOR,PACHI PACHI PACHI-SLOT: NEW PULSAR HEN,RELEASED,UNRELEASED,UNRELEASED
1636,GB COLOR,PAPERBOY,UNRELEASED,RELEASED,RELEASED
1637,GB COLOR,PAPYRUS,UNRELEASED,UNRELEASED,RELEASED
1638,GB COLOR,PERFECT CHORO Q,RELEASED,UNRELEASED,UNRELEASED
1639,GB COLOR,PERFECT DARK,UNRELEASED,RELEASED,RELEASED
1640,GB COLOR,PIA CARROT E YOUKOSO!! 2.2,RELEASED,UNRELEASED,UNRELEASED
1641,GB COLOR,PITFALL: BEYOND THE JUNGLE NA/EU,RELEASED,RELEASED,RELEASED
1642,GB COLOR,PLANET OF THE APES,UNRELEASED,RELEASED,RELEASED
1643,GB COLOR,PLAYER MANAGER 2001,UNRELEASED,UNRELEASED,RELEASED
1644,GB COLOR,POCKET BILLIARD: FUNK THE 9 BALL,RELEASED,UNRELEASED,UNRELEASED
1645,GB COLOR,POCKET BOMBERMAN,UNRELEASED,RELEASED,RELEASED
1646,GB COLOR,POCKET BOWLING,RELEASED,RELEASED,UNRELEASED
1647,GB COLOR,POCKET COOKING,RELEASED,UNRELEASED,UNRELEASED
1648,GB COLOR,POCKET COLOR BILLIARD,RELEASED,UNRELEASED,UNRELEASED
1649,GB COLOR,POCKET COLOR MAHJONG,RELEASED,UNRELEASED,UNRELEASED
1650,GB COLOR,POCKET COLOR TRUMP,RELEASED,UNRELEASED,UNRELEASED
1651,GB COLOR,POCKET DENSHA 2,RELEASED,UNRELEASED,UNRELEASED
1652,GB COLOR,POCKET FAMILY GB2,RELEASED,UNRELEASED,UNRELEASED
1653,GB COLOR,POCKET GI STABLE,RELEASED,UNRELEASED,UNRELEASED
1654,GB COLOR,POCKET HANAFUDA,RELEASED,UNRELEASED,UNRELEASED
1655,GB COLOR,POCKET KING,RELEASED,UNRELEASED,UNRELEASED
1656,GB COLOR,POCKET LURE BOY,RELEASED,UNRELEASED,UNRELEASED
1657,GB COLOR,POCKET MUSIC,UNRELEASED,UNRELEASED,RELEASED
1658,GB COLOR,POCKET PRO WRESTLING: PERFECT WRESTLER,RELEASED,UNRELEASED,UNRELEASED
1659,GB COLOR,POCKET PRO YAKYUU,RELEASED,UNRELEASED,UNRELEASED
1660,GB COLOR,POCKET PUYO PUYO SUN,RELEASED,UNRELEASED,UNRELEASED
1661,GB COLOR,POCKET PUYO PUYO~N,RELEASED,UNRELEASED,UNRELEASED
1662,GB COLOR,POCKET RACING,RELEASED,UNRELEASED,RELEASED
1663,GB COLOR,POCKET SOCCER,UNRELEASED,UNRELEASED,RELEASED
1664,GB COLOR,POKEMON CARD GB2,RELEASED,UNRELEASED,UNRELEASED
1665,GB COLOR,POKEMON CRYSTAL VERSION,RELEASED,RELEASED,RELEASED
1666,GB COLOR,POKEMON GOLD VERSION,RELEASED,RELEASED,RELEASED
1667,GB COLOR,POKEMON PINBALL,RELEASED,RELEASED,RELEASED
1668,GB COLOR,POKEMON PUZZLE CHALLENGE,RELEASED,RELEASED,RELEASED
1669,GB COLOR,POKEMON SILVER VERSION,RELEASED,RELEASED,RELEASED
1670,GB COLOR,POKEMON TRADING CARD GAME,RELEASED,RELEASED,RELEASED
1671,GB COLOR,POLARIS SNOCROSS,UNRELEASED,RELEASED,RELEASED
1672,GB COLOR,PONG: THE NEXT LEVEL,UNRELEASED,RELEASED,RELEASED
1673,GB COLOR,POOH AND TIGGER'S HUNNY SAFARI,UNRELEASED,RELEASED,RELEASED
1674,GB COLOR,POP'N MUSIC GB,RELEASED,UNRELEASED,UNRELEASED
1675,GB COLOR,POP'N MUSIC GB: ANIMATION MELODY,RELEASED,UNRELEASED,UNRELEASED
1676,GB COLOR,POP'N MUSIC GB: DISNEY TUNES,RELEASED,UNRELEASED,UNRELEASED
1677,GB COLOR,POP'N POP,RELEASED,UNRELEASED,RELEASED
1678,GB COLOR,PORTAL RUNNER,UNRELEASED,RELEASED,UNRELEASED
1679,GB COLOR,POWER PRO KUN POCKET,RELEASED,UNRELEASED,UNRELEASED
1680,GB COLOR,POWER PRO KUN POCKET 2,RELEASED,UNRELEASED,UNRELEASED
1681,GB COLOR,THE POWERPUFF GIRLS: BAD MOJO JOJO,UNRELEASED,RELEASED,RELEASED
1682,GB COLOR,THE POWERPUFF GIRLS: BATTLE HIM,UNRELEASED,RELEASED,RELEASED
1683,GB COLOR,THE POWERPUFF GIRLS: PAINT THE TOWNSVILLE GREEN,UNRELEASED,RELEASED,RELEASED
1684,GB COLOR,POWER QUEST,UNRELEASED,RELEASED,RELEASED
1685,GB COLOR,POWER RANGERS: LIGHTSPEED RESCUE,UNRELEASED,RELEASED,RELEASED
1686,GB COLOR,POWER RANGERS: TIME FORCE,UNRELEASED,RELEASED,RELEASED
1687,GB COLOR,POWER SPIKE PRO BEACH VOLLEYBALL NA,UNRELEASED,RELEASED,RELEASED
1688,GB COLOR,POYON NO DUNGEON ROOM: DAIKAIJU MONOGATARI,RELEASED,UNRELEASED,UNRELEASED
1689,GB COLOR,POYON NO DUNGEON ROOM 2,RELEASED,UNRELEASED,UNRELEASED
1690,GB COLOR,PRINCE NASEEM BOXING,UNRELEASED,UNRELEASED,RELEASED
1691,GB COLOR,PRINCE OF PERSIA,UNRELEASED,RELEASED,RELEASED
1692,GB COLOR,PRO DARTS,UNRELEASED,RELEASED,UNRELEASED
1693,GB COLOR,PROFESSIONAL MAHJONG GOKU GB II,RELEASED,UNRELEASED,UNRELEASED
1694,GB COLOR,PRO MAHJONG TSUWAMONO GB,RELEASED,UNRELEASED,UNRELEASED
1695,GB COLOR,PRO MAHJONG TSUWAMONO GB2,RELEASED,UNRELEASED,UNRELEASED
1696,GB COLOR,PRO POOL,UNRELEASED,RELEASED,RELEASED
1697,GB COLOR,PROJECT S-11,UNRELEASED,RELEASED,UNRELEASED
1698,GB COLOR,PUCHI CARAT,RELEASED,UNRELEASED,RELEASED
1699,GB COLOR,PUMUCKL'S ABENTEUER BEI DEN PIRATEN,UNRELEASED,UNRELEASED,RELEASED
1700,GB COLOR,PUMUCKL'S ABENTEUER IM GEISTERSCHLOSS,UNRELEASED,UNRELEASED,RELEASED
1701,GB COLOR,PUYO PUYO GAIDEN: PUYO WARS,RELEASED,UNRELEASED,UNRELEASED
1702,GB COLOR,PUZZLE DE SHOUBUYO! WOOTAMA-CHAN,RELEASED,UNRELEASED,UNRELEASED
1703,GB COLOR,PUZZLE MASTER,UNRELEASED,RELEASED,UNRELEASED
1704,GB COLOR,PUZZLED,UNRELEASED,RELEASED,RELEASED
1705,GB COLOR,Q-BERT,UNRELEASED,RELEASED,UNRELEASED
1706,GB COLOR,QIX ADVENTURE,RELEASED,UNRELEASED,RELEASED
